Variable name;Unit;Description (EN);Description (FR);Size;Type;Default value;Minimum value;Maximum value;Observations;Level;;Package;Inherit;Methods;Constante Name;Constante Value;Description classe;Classe file
is_comp_force_nodal;-;1 to compute integrated nodal forces;;0;bool;0;;;;;;Simulation;;;VERSION;1;Forces module abstract object;ForceMT
